,content,label
277,"Dịch vụ tăng Like trọn gói theo tháng (NEW!) 2 Tr/ Tháng / 1 Fanpage (hoặc trang cá nhân)   Mình chủ động theo dõi kênh Fanpage k/h khi Post nội dung mới sẽ thực hiện tăng like   Tăng cho các mục: Status, Photo, Album, Video, Sự kiện, Note   Tăng Comment, Rate (thỏa thuận riêng)   Không hạn chế số lượng link Post / ngày   Số like/1 Link dao động 500-2000    LH: 0934225077",recommends
278,Anh ơi cho em mua điện thoại qua mạng thi đặt hàng như nào ạ,recommends
279,Phong cánh làm việc thiếu chuyên nghiệp có lẽ sẽ không bao giờ đến đây nữa :(,doesn't recommend
280,Vua mua con A7 ma ko dc dan man hih vs cai rom quoc te +chplay. H lam sao day shop,recommends
281,Good job! ****************************************,recommends
282,"6 sao luôn, nhưng có 5 thôi ạ",recommends
283,Cần thêm của hàng o các tp o miền tay như sadec cần thơ,recommends
284,"Rat ok,moi thu deu tot, minh thich noi nay",recommends
285,Shop rất nhiệt tình,recommends
286,"Vớ vẩn, sáng chủ nhật 27/3 gọi hỗ trợ trước, phi xe gần 20km, đến nơi đóng cửa. Bưc cả mình",doesn't recommend
287,Đang định mua con Z3V hàng 99% onl(Lào Cai) ko biết mua onl có gặp phải hàng ko ngon ko,recommends
288,Nhan vien nhiet tinh. May dung ok,recommends
289,"Em dang tim mua 1 cai op lung va 1 cai mieng dan kinh cuong luc dien thoai pantech v955 , cho anh chi co ban kg nhan ho dum em voi de em mua , so dt cua em 0907245773",recommends
290,Cach lam viec thieu trach nhiem. Minh mua may o cua hang gan 7trieu. Sau khi dung 1 nam. Giu gin may hon ca vang. Roi may bao loi sim. Mang ra cua hang giu may lai 3 ngay sau den lay.... MAY HONG ROI EM A. Moi. nguoi tu hieu ve c hang nay,doesn't recommend
291,Chua mua dt o mobilecity nhung thay moi nguoi khen nhieu . Chac may hom nua cung mua cai xem the nao .,recommends
292,Samsung S7 còn hàng không AD ơi AD rep gấp nhé,recommends
293,Nt hoi hoaj ma k thay ad nao tra loi het pun,recommends
294,Minh chua co co hoi dc den mobile city nen rat muon den 1 lan de ung ho mobile...,recommends
295,DA TRAI NGHIEM THAY RAT OK ! CHUC SHOP PHAT TAI,recommends
296,Khi nào có nhu cầu ms ghé mua xem cửa hàng thế nào. Tạm 4s thôi nhé  :)),recommends
297,khi nào mới có trả góp ở Sài Gòn đây AD ơiiii,recommends
298,Shop mình còn hàng iPhone 6 Plus không hả bạn ơi,recommends
299,chúc page mobile city ngày càng phát triển,recommends
300,ko có j để nói :),doesn't recommend
301,- Gold :),recommends
302,Co may g4 cu ko mobile cyty,recommends
303,làm ăn vớ vẩn,doesn't recommend
304,Tuyệt,recommends
305,Rất tốt,recommends
306,Đăng cho có.đến mua lại không có.,doesn't recommend
307,Mấy chị bán hàng ở đây cứ bị xinh ý. Ahihi,recommends
308,Shop ở đà nẳng thì hay bik mấy,recommends
309,Thường trả lời trong vài tiếng,doesn't recommend
310,Rất tốt,recommends
311,Mobile city  Lừa đảo,doesn't recommend
312,hay,recommends
313,Mong ad ra nhiều event cho ae,recommends
314,Hay,recommends
315,Rất tốt,doesn't recommend
316,Thich mobile city,recommends
317,dia chi trung thanh dai han cua minh,recommends
318,Ok good <3,recommends
319,Có mấy em lễ tân ngọt phết,recommends
320,good,recommends
321,Good,recommends
322,Ngon,recommends
323,good,recommends
324,Good,recommends
325,5 sao,recommends
326,.muonmuav10lgmakobietgiacouadaigkiko,doesn't recommend
327,Oke,recommends
328,Good,recommends
329,Ngon,recommends
330,Ok,recommends
331,Fan của HĐĐL!,recommends
332,chúc page phát triển thịnh vượng,recommends
333,hk,recommends
334,Iphon5. S gia bao nhieu day ban,doesn't recommend
